Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/collections/cosc2018,54571,176,65,98.00150052437898,2.814651999869966,36176.49790499854,2973.3793590002015,454.6330283610159,1.4662625385559875,65,73,80,85,100,140,230,1100,6200,9900,36000
,Aggregated,54571,176,65,98.00150052437898,2.814651999869966,36176.49790499854,2973.3793590002015,454.6330283610159,1.4662625385559875,65,73,80,85,100,140,230,1100,6200,9900,36000
