Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/collections/srup_arvores_point,83088,0,68,81.47674107465467,36.56560699982947,4193.1508899997425,5112.0,692.135832243145,0.0,68,77,85,92,110,140,280,330,520,700,4200
,Aggregated,83088,0,68,81.47674107465467,36.56560699982947,4193.1508899997425,5112.0,692.135832243145,0.0,68,77,85,92,110,140,280,330,520,700,4200
